Product ID,Title,Handle,Vendor,Product Type,Published,Created,Updated,Tags,Total Variants,Total Images,Price Range,In Stock
"=""8057789022298""",Cobbler's Choice Loafer Care Kit,cobblers-choice-loafer-care-kit,Thursday Boots - Accessories,Shoe Care,8/7/2026,8/7/2026,8/8/2026,accessory-full; all:All; BIS; bundle-item; cobblers-choice; credit_fee:500; exchange_fee:500; group:Shoe Care; klaviyo:Unisex; live_product; loop-accessory; pf-gender:Unisex; pf-status:active; pf-style:Shoe Care; pf-type:Accessories; product-switcher; recurate-disqualify; recurate-hide; refund_fee: 500; retail-sync; thumbnails:shoe-care-bundles; virtual-bundle,1,5,$11500 - $11500,Yes
"=""8057773359194""",Cobbler's Choice Leather Jacket Care Kit,cobblers-choice-leather-jacket-care-kit,Thursday Boots - Accessories,Shoe Care,8/7/2026,8/7/2026,8/8/2026,accessory-full; all:All; BIS; bundle-item; cobblers-choice; credit_fee:500; exchange_fee:500; group:Shoe Care; klaviyo:Unisex; live_product; loop-accessory; pf-gender:Unisex; pf-status:active; pf-style:Shoe Care; pf-type:Accessories; product-switcher; recurate-disqualify; recurate-hide; refund_fee: 500; retail-sync; thumbnails:shoe-care-bundles; virtual-bundle,1,6,$17800 - $17800,Yes
"=""8042772660314""",Fancy | Light Taupe,womens-fancy-top-handle-bag-light-taupe-leather,Thursday Boots - Women's Bags,Bags,8/5/2026,7/28/2026,8/8/2026,accessory-full; all:All; anagram-enabled; bags:Fancy; bf21:Leather; bf21:W-Boot-Black; bf21:WBeanie; bf21:Women-Belt-Black; bfcm-eligible; BIS; color:Cream; credit_fee:FREE; exchange_fee:FREE; free-gift; highlight:New Arrival; honest-pricing; interactive-details; klaviyo:Women; loop-accessory; material:Leather; model:Fancy; pf-gender:Female; pf-type:Accessories; product-switcher; redo:fancy; refund_fee: FREE; retail-sync; show-previews; show_recs; thumbnail-previews; thumbnails:womens-fancy; womens-bags; YGroup_womens-fancy-bag,1,8,$53800 - $53800,Yes
"=""8042760536154""",Fancy | Cedar,womens-fancy-top-handle-bag-cedar-leather,Thursday Boots - Women's Bags,Bags,8/5/2026,7/28/2026,8/8/2026,accessory-full; all:All; anagram-enabled; bags:Fancy; bf21:Leather; bf21:W-Boot-Black; bf21:WBeanie; bf21:Women-Belt-Black; bfcm-eligible; BIS; color:Brown; credit_fee:FREE; exchange_fee:FREE; free-gift; highlight:New Arrival; honest-pricing; interactive-details; klaviyo:Women; loop-accessory; material:Leather; model:Fancy; pf-gender:Female; pf-type:Accessories; product-switcher; redo:fancy; refund_fee: FREE; retail-sync; show-previews; show_recs; thumbnail-previews; thumbnails:womens-fancy; womens-bags; YGroup_womens-fancy-bag,1,8,$53800 - $53800,Yes
"=""8042748182618""",Fancy | Burgundy,womens-fancy-top-handle-bag-burgundy-leather,Thursday Boots - Women's Bags,Bags,8/5/2026,7/28/2026,8/8/2026,accessory-full; all:All; anagram-enabled; bags:Fancy; bf21:Leather; bf21:W-Boot-Black; bf21:WBeanie; bf21:Women-Belt-Black; bfcm-eligible; BIS; color:Burgundy; credit_fee:FREE; exchange_fee:FREE; free-gift; highlight:New Arrival; honest-pricing; interactive-details; klaviyo:Women; loop-accessory; material:Leather; model:Fancy; pf-gender:Female; pf-type:Accessories; product-switcher; redo:fancy; refund_fee: FREE; retail-sync; show-previews; show_recs; thumbnail-previews; thumbnails:womens-fancy; womens-bags; YGroup_womens-fancy-bag,1,8,$53800 - $53800,Yes
"=""8042727145562""",Fancy | Black,womens-fancy-top-handle-bag-black-leather,Thursday Boots - Women's Bags,Bags,8/5/2026,7/28/2026,8/8/2026,accessory-full; all:All; anagram-enabled; bags:Fancy; bf21:Leather; bf21:W-Boot-Black; bf21:WBeanie; bf21:Women-Belt-Black; bfcm-eligible; BIS; color:Black; credit_fee:FREE; exchange_fee:FREE; free-gift; highlight:New Arrival; honest-pricing; interactive-details; keyword:Black; klaviyo:Women; loop-accessory; material:Leather; model:Fancy; pf-gender:Female; pf-type:Accessories; product-switcher; redo:fancy; refund_fee: FREE; retail-sync; show-previews; show_recs; thumbnail-previews; thumbnails:womens-fancy; womens-bags; YGroup_womens-fancy-bag,1,8,$53800 - $53800,Yes
"=""7887881994330""",Lincoln | Pebbled Mahogany,mens-lincoln-penny-loafer-pebbled-mahogany-leather,Thursday Boots - Men's Shoes,Shoes,8/5/2026,4/28/2026,8/8/2026,all:All; anagram-enabled; as:EssentialLeatherKit; bf21:M-Shoes; bf21:MBeanie; bf21:Men-Belt-Cognac; bfcm-eligible; BIS; color:Brown; credit_fee:FREE; exchange_fee:FREE; extended-sizes; fit-quiz:occasional-true; fit_cat:half-down; fitfinder_inline; fqv2:half-down; free-gift; group:Shoes; highlight:New Arrival; honest-pricing; interactive-details; keyword:Black; keyword:Lincoln; keyword:penny loafer; klaviyo:Men; live_product; loop:Men's Lincoln; material:Leather; mens-shoes; mlp:mens-shoes; mobile-details; model:Lincoln; ms-group:Lincoln; mss-group:Lincoln; no-cs-variants; no-expedited; pf-gender:Male; pf-status:active; pf-style:Loafer; pf-type:Shoes; product-switcher; recommend:-0.5; recurate-hide; redo:lincoln; refund_fee: FREE; retail-sync; shoes:LincolnRubber; show-previews; show_recs; style:Loafer; thumb-groups:mens-lincoln;mens-lincoln-rubber;mens-lincoln-eva; thumbnails:mens-lincoln-rubber; trove-exclude; width:Standard; YCRF_sizing; YGroup_mens-lincoln-shoes; yotpo-reviews,19,7,$53800 - $53800,Yes
"=""7887874359386""",Lincoln | Pebbled Coffee,mens-lincoln-penny-loafer-pebbled-coffee-leather,Thursday Boots - Men's Shoes,Shoes,8/5/2026,4/28/2026,8/8/2026,all:All; anagram-enabled; as:EssentialLeatherKit; bf21:M-Shoes; bf21:MBeanie; bf21:Men-Belt-Cognac; bfcm-eligible; BIS; color:Brown; credit_fee:FREE; exchange_fee:FREE; extended-sizes; fit-quiz:occasional-true; fit_cat:half-down; fitfinder_inline; fqv2:half-down; free-gift; group:Shoes; highlight:New Arrival; honest-pricing; interactive-details; keyword:Black; keyword:Lincoln; keyword:penny loafer; klaviyo:Men; live_product; loop:Men's Lincoln; material:Leather; mens-shoes; mlp:mens-shoes; mobile-details; model:Lincoln; ms-group:Lincoln; mss-group:Lincoln; no-cs-variants; no-expedited; pf-gender:Male; pf-status:active; pf-style:Loafer; pf-type:Shoes; product-switcher; recommend:-0.5; recurate-hide; redo:lincoln; refund_fee: FREE; retail-sync; shoes:LincolnRubber; show-previews; show_recs; style:Loafer; thumb-groups:mens-lincoln;mens-lincoln-rubber;mens-lincoln-eva; thumbnails:mens-lincoln-rubber; trove-exclude; width:Standard; YCRF_sizing; YGroup_mens-lincoln-shoes; yotpo-reviews,19,7,$53800 - $53800,Yes
"=""7887854764122""",Lincoln | Pebbled Black,mens-lincoln-penny-loafer-pebbled-black-leather,Thursday Boots - Men's Shoes,Shoes,8/5/2026,4/28/2026,8/8/2026,all:All; anagram-enabled; as:EssentialLeatherKit; bf21:M-Shoes; bf21:MBeanie; bf21:Men-Belt-Cognac; bf21:Suede; bfcm-eligible; BIS; color:Black; credit_fee:FREE; exchange_fee:FREE; extended-sizes; fit-quiz:occasional-true; fit_cat:half-down; fitfinder_inline; fqv2:half-down; free-gift; group:Shoes; highlight:New Arrival; honest-pricing; interactive-details; keyword:Black; keyword:Lincoln; keyword:penny loafer; klaviyo:Men; live_product; loop:Men's Lincoln; material:Leather; mens-shoes; mlp:mens-shoes; mobile-details; model:Lincoln; ms-group:Lincoln; mss-group:Lincoln; no-cs-variants; no-expedited; pf-gender:Male; pf-status:active; pf-style:Loafer; pf-type:Shoes; product-switcher; recommend:-0.5; recurate-hide; redo:lincoln; refund_fee: FREE; retail-sync; shoes:LincolnRubber; show-previews; show_recs; style:Loafer; thumb-groups:mens-lincoln;mens-lincoln-rubber;mens-lincoln-eva; thumbnails:mens-lincoln-rubber; trove-exclude; width:Standard; YCRF_sizing; YGroup_mens-lincoln-shoes; yotpo-reviews,19,7,$53800 - $53800,Yes
"=""7887844147290""",Lincoln | Coastline,mens-lincoln-penny-loafer-coastline-suede,Thursday Boots - Men's Shoes,Shoes,8/5/2026,4/28/2026,8/8/2026,all:All; anagram-enabled; as:EssentialLeatherKit; bf21:Leather; bf21:M-Shoes; bf21:MBeanie; bf21:Men-Belt-BlackCoffee; bfcm-eligible; BIS; boat-shoes-loafer:Lincoln; casual-shoes:Lincoln; color:Tan; credit_fee:FREE; exchange_fee:FREE; extended-sizes; fit-quiz:occasional-true; fit_cat:half-down; fitfinder_inline; fqv2:half-down; free-gift; group:Shoes; highlight:New Arrival; honest-pricing; interactive-details; keyword:Black; keyword:Lincoln; keyword:penny loafer; klaviyo:Men; live_product; loop:Men's Lincoln; m-all:D-Featured-Shoes; material:Suede; mens-shoes; mlp:mens-shoes; mobile-details; model:Lincoln; ms-group:Lincoln; mss-group:Lincoln; no-cs-variants; pf-gender:Male; pf-status:active; pf-style:Loafer; pf-type:Shoes; product-switcher; recommend:-0.5; recurate-hide; redo:lincoln; refund_fee: FREE; retail-sync; shoes:Lincoln; show-previews; show_recs; style:Loafer; thumb-groups:mens-lincoln;mens-lincoln-rubber;mens-lincoln-eva; thumbnails:mens-lincoln-eva; trove-exclude; width:Standard; YCRF_sizing; YGroup_mens-lincoln; yotpo-reviews,19,7,$53800 - $53800,Yes
"=""7887840346202""",Lincoln | Golden Hour,mens-lincoln-penny-loafer-golden-hour-suede,Thursday Boots - Men's Shoes,Shoes,8/5/2026,4/28/2026,8/8/2026,all:All; anagram-enabled; as:EssentialLeatherKit; bf21:Leather; bf21:M-Shoes; bf21:MBeanie; bf21:Men-Belt-BlackCoffee; bfcm-eligible; BIS; boat-shoes-loafer:Lincoln; casual-shoes:Lincoln; color:Tan; credit_fee:FREE; exchange_fee:FREE; extended-sizes; fit-quiz:occasional-true; fit_cat:half-down; fitfinder_inline; fqv2:half-down; free-gift; group:Shoes; highlight:New Arrival; honest-pricing; interactive-details; keyword:Black; keyword:Lincoln; keyword:penny loafer; klaviyo:Men; live_product; loop:Men's Lincoln; m-all:D-Featured-Shoes; material:Suede; mens-shoes; mlp:mens-shoes; mobile-details; model:Lincoln; ms-group:Lincoln; mss-group:Lincoln; no-cs-variants; pf-gender:Male; pf-status:active; pf-style:Loafer; pf-type:Shoes; product-switcher; recommend:-0.5; recurate-hide; redo:lincoln; refund_fee: FREE; retail-sync; shoes:Lincoln; show-previews; show_recs; style:Loafer; thumb-groups:mens-lincoln;mens-lincoln-rubber;mens-lincoln-eva; thumbnails:mens-lincoln-eva; trove-exclude; width:Standard; YCRF_sizing; YGroup_mens-lincoln; yotpo-reviews,19,7,$53800 - $53800,Yes
"=""8038669713498""",Cobbler's Choice Edge Dressing | 2-Pack,cobblers-choice-edge-dressing-2-pack,Thursday Boots - Accessories,Shoe Care,7/31/2026,7/24/2026,8/8/2026,accessory-full; all:All; bf2020-100; BIS; cobblers-choice; credit_fee:500; discount:1200; exchange_fee:500; free-ship-care; gwp-eligible; klaviyo:Unisex; live_product; loop-accessory; pf-gender:Unisex; pf-status:active; pf-style:Shoe Care; pf-type:Accessories; product-switcher; recurate-disqualify; recurate-hide; refund_fee: 500; retail-sync; thumbnails:cobblers-choice-edge-dressing; YGroup_edge-dressing,1,5,$5800 - $5800,Yes
"=""8038658441306""",Cobbler's Choice Edge Dressing | Brown,cobblers-choice-edge-dressing-brown,Thursday Boots - Accessories,Shoe Care,7/31/2026,7/24/2026,8/8/2026,accessory-full; all:All; bf2020-100; BIS; cobblers-choice; credit_fee:500; discount:1200; exchange_fee:500; free-ship-care; gwp-eligible; klaviyo:Unisex; live_product; loop-accessory; pf-gender:Unisex; pf-status:active; pf-style:Shoe Care; pf-type:Accessories; product-switcher; recurate-disqualify; recurate-hide; refund_fee: 500; retail-sync; thumbnails:cobblers-choice-edge-dressing; YGroup_edge-dressing,1,2,$3800 - $3800,Yes
"=""8038609191002""",Cobbler's Choice Edge Dressing | Black,cobblers-choice-edge-dressing-black,Thursday Boots - Accessories,Shoe Care,7/31/2026,7/24/2026,8/8/2026,accessory-full; all:All; bf2020-100; BIS; care:Restore; cobblers-choice; credit_fee:500; discount:1200; exchange_fee:500; free-ship-care; gwp-eligible; klaviyo:Unisex; live_product; loop-accessory; pf-gender:Unisex; pf-status:active; pf-style:Shoe Care; pf-type:Accessories; product-switcher; recurate-disqualify; recurate-hide; refund_fee: 500; retail-sync; thumbnails:cobblers-choice-edge-dressing; YGroup_edge-dressing,1,2,$3800 - $3800,Yes
"=""4742251839578""",[S] Captain | Natural,_thrscnd_mens-natural-captain,Thursday Boots - Seconds - Men's Boots,boots,7/30/2026,8/11/2020,8/8/2026,Captain; category:Men's Boots; color:Tan; FinalSale; findify-remove; fit:captain; fit_cat:half-down; group:Boots; keyword:Captain (Men's); keyword:Natural; klaviyo:Men; material:Leather; mens-seconds; model:Captain; NoRefund; pf-gender:Male; pf-status:active; pf-style:Lace-Up; pf-type:Boots; product-switcher; recommend:-0.5; recurate-disqualify; recurate-hide; related:_thrscnd_mens-black-captain; related:_thrscnd_mens-brown-captain; related:_thrscnd_mens-captain-terracotta; related:_thrscnd_mens-natural-captain; seconds-sale; sole:Rubber; style:Cap Toe; style:Lace-Up; tbsec:Captain; thumb-groups:mens-captain-rugged-wh;mens-captain-stormking-wh;mens-captain-classic-wh; thumbnails:mens-captain-classic-wh; thursday-seconds; trove-exclude; warehouse:Thursday Seconds; width:Wide,38,6,$45500 - $45500,Yes
"=""8042865819738""",[S] Keanu Jacket | Old English,_thrscnd_mens-keanu-leather-jacket-old-english,Thursday Boots - Seconds - Men's Jackets,Jackets,7/30/2026,7/28/2026,8/8/2026,accessories; accessory-full; all:All; anagram-enabled; bf21:Jackets; bf21:Leather; bf21:M-Boot-Brown; bf21:MBeanie; bf21:Men-Belt-OldEnglish; bfcm-eligible; color:Brown; FinalSale; free-gift; imp_new_guide; jackets:Featured Styles; jackets:Keanu Jacket; klaviyo:Men; loop-accessory; loop:Men's Keanu Jacket; material:Leather; mlp:mens-jackets; model:Keanu Jacket; no-cs-variants; NoRefund; pf-gender:Male; pf-status:active; pf-style:Jacket; pf-type:Accessories; product-switcher; retail-sync; show-previews; show-sizing-tip; size-chart; size:tbc-jacket; tbsec:More Thursday Jackets; thumbnails:seconds-mens-keanu-jacket; thursday-seconds; wair-enabled,5,8,$77300 - $77300,Yes
"=""8042879090778""",[S] Logger | Black Matte,_thrscnd_mens-logger-lace-up-boot-black-matte,Thursday Boots - Seconds - Men's Boots,boots,7/30/2026,7/28/2026,8/8/2026,4col:Logger; 4col:Made in the USA; add-aftersell; all:All; anagram-enabled; bf21:M-Boot-Black; bf21:MBeanie; bf21:Men-Belt-BlackMatte; bf21:OilTanned; bfcm-eligible; category:Men's Boots; color:Black; cs-western:Logger; FinalSale; findify-remove; fit_cat:half-down; fitfinder_inline; fqv2:half-down; free-gift; group:Boots; highlight:Made In USA; honeycomb-supplier-product; klaviyo:Men; landing:Made-In-USA-2; loop:Men's Logger; m-all:D-MadeInUSA-Boots; m-all:MadeInUSA2; made-in-usa; manual-sync; material:Rugged; mb_handcrafted; mbg:Logger; mens-boots; mlp:mens-boots-rr; model:Logger; no-cs-variants; NoRefund; pf-gender:Male; pf-status:active; pf-style:Lace-Up; pf-type:Boots; product-switcher; psil:Logger; psis:Made in USA Collection; recommend:-0.5; retail-sync; show-previews; sole:Rubber; style:Cap Toe; style:Lace-Up; tbsec:Made In USA; thumbnails:seconds-logger; thursday-seconds; western:Logger; width:Standard; winter:Made in the USA,17,7,$74400 - $74400,Yes
"=""8042877255770""",[S] President | Black,_thrscnd_mens-black-president,Thursday Boots - Seconds - Men's Boots,boots,7/30/2026,7/28/2026,8/8/2026,4col:President; add-aftersell; all:All; anagram-enabled; bf21:Leather; bf21:M-Boot-Black; bf21:MBeanie; bf21:Men-Belt-Black; bfcm-eligible; bfcm:Leather; category:Men's Boots; color:Black; extended-sizes; FinalSale; fit:president; fit_cat:half-down; fitfinder_inline; fqv2:half-down; free-gift; group:Boots; include-thumbnails; intl_chart_only; keyword:Black; keyword:President (Men's); klaviyo:Men; loop:Men's President; material:Leather; mb_handcrafted; mbg:President; mens-boots; mens-president; mlp:mens-boots-lu; mobile-details; model:President; new-arrivals:President; no-cs-variants; no_quiz; NoRefund; pf-gender:Male; pf-status:active; pf-style:Lace-Up; pf-type:Boots; product-switcher; psil:President; psis:President; recommend:-0.5; retail-sync; show-previews; sole:Rubber; style:Lace-Up; style:Plain Toe; tbsec:President; thumb-groups:seconds-mens-president-classic;seconds-mens-president; thumbnails:seconds-mens-president-classic; thursday-seconds; width:Standard; width:Wide; YCRF_sizing,38,8,$42700 - $42700,Yes
"=""8042893705306""",[S] Cadet | Black,_thrscnd_mens-cadet-lace-up-boot-black,Thursday Boots - Seconds - Men's Boots,boots,7/30/2026,7/28/2026,8/8/2026,4col:Cadet; add-aftersell; all:All; anagram-enabled; bf21:Leather; bf21:M-Boot-Black; bf21:MBeanie; bf21:Men-Belt-Black; bfcm-eligible; bfcm:Other; casual-shoes:Featured Boots; category:Men's Boots; chukka-collection; chukka:Cadet; color:Black; extended-sizes; FinalSale; fit-quiz:occasional-true; fit:Cadet; fit_cat:half-down; fitfinder_inline; fqv2:half-down; free-gift; group:Boots; intl_chart_only; klaviyo:Men; loop:Men's Cadet; material:Leather; mb_handcrafted; mbg:Cadet; mens-boots; mlp:mens-boots-lu; model:Cadet; new-arrivals:Cadet; no-cs-variants; no_quiz; NoRefund; pf-gender:Male; pf-status:active; pf-style:Lace-Up; pf-type:Boots; product-switcher; psil:Cadet; psis:Cadet; recommend:-0.5; retail-sync; show-previews; sole:Rubber; style:Cap Toe; style:Lace-Up; tbsec:Cadet; thumbnails:seconds-cadet; thursday-seconds; width:Standard,19,7,$40700 - $40700,Yes
"=""8042881351770""",[S] Major | Black,_thrscnd_mens-major-lug-sole-zip-up-boot-black,Thursday Boots - Seconds - Men's Boots,boots,7/29/2026,7/28/2026,8/8/2026,4col:Major; add-aftersell; all:All; anagram-enabled; bf21:Leather; bf21:M-Boot-Black; bf21:MBeanie; bf21:Men-Belt-Black; bfcm-eligible; category:Men's Boots; color:Black; extended-sizes; FinalSale; fit:explorer; fit_cat:half-down; fitfinder_inline; fqv2:half-down; free-gift; group:Boots; klaviyo:Men; loop:Men's Major; major:lug soles; material:Leather; mb_handcrafted; mbg:Major; mens-boots; mlp:mens-boots-lu; model:Major; new-arrivals:Hardwearing Zip-Ups; new-arrivals:Major; no-cs-variants; NoRefund; pf-gender:Male; pf-status:active; pf-style:Combat; pf-type:Boots; product-switcher; psil:Hardwearing Zip-Ups; psil:Major; psis:Major; recommend:-0.5; retail-sync; show-previews; sole:Rubber; style:Cap Toe; style:Lace-Up; style:Plain Toe; tbsec:More Men's Boots; thumbnails:seconds-major; thursday-seconds; width:Standard; zipper:Zipper,19,8,$42700 - $42700,Yes
"=""8042876371034""",[S] Stomper | Black Cherry,_thrscnd_mens-stomper-zip-up-boot-black-cherry,Thursday Boots - Seconds - Men's Boots,boots,7/29/2026,7/28/2026,8/8/2026,4col:Stomper; add-aftersell; all:All; anagram-enabled; bf21:Leather; bf21:M-Boot-Brown; bf21:MBeanie; bf21:Men-Belt-OldEnglish; bfcm-eligible; bold:Versatile Zip-Ups; category:Men's Boots; color:Black; extended-sizes; FinalSale; fit-quiz:occasional-true; fit_cat:half-down; fitfinder_inline; fqv2:half-down; free-gift; group:Boots; klaviyo:Men; loop:Men's Stomper; m-boots:Stomper; material:Leather; mb_handcrafted; mens-boots; mlp:mens-boots-lu; model:Stomper; new-arrivals:Stomper; no-cs-variants; NoRefund; pf-gender:Male; pf-status:active; pf-style:Combat; pf-type:Boots; product-switcher; psil:Stomper; recommend:-0.5; retail-sync; search_term: storm king; show-previews; sole:Rubber; style:Cap Toe; style:Lace-Up; tbsec:Stomper; thumbnails:seconds-mens-stomper; thursday-seconds; width:Standard; zipper:Zipper,19,8,$50400 - $50400,Yes
"=""8042871881818""",[S] Stomper | Old English,_thrscnd_mens-stomper-zip-up-boot-old-english,Thursday Boots - Seconds - Men's Boots,boots,7/29/2026,7/28/2026,8/8/2026,4col:Stomper; add-aftersell; all:All; anagram-enabled; bf21:Leather; bf21:M-Boot-Brown; bf21:MBeanie; bf21:Men-Belt-OldEnglish; bfcm-eligible; bold:Versatile Zip-Ups; category:Men's Boots; color:Brown; extended-sizes; FinalSale; fit-quiz:occasional-true; fit_cat:half-down; fitfinder_inline; fqv2:half-down; free-gift; group:Boots; klaviyo:Men; landing:Boots-3; loop:Men's Stomper; m-boots:Stomper; material:Leather; mb_handcrafted; mens-boots; mlp:mens-boots-lu; model:Stomper; new-arrivals:Hardwearing Zip-Ups; new-arrivals:Stomper; no-cs-variants; NoRefund; pf-gender:Male; pf-status:active; pf-style:Combat; pf-type:Boots; product-switcher; psil:Hardwearing Zip-Ups; psil:Stomper; psis:Stomper; recommend:-0.5; retail-sync; search_term: storm king; show-previews; style:Lace-Up; tbsec:Stomper; thumbnails:seconds-mens-stomper; thursday-seconds; width:Standard; zipper:Zipper,19,8,$50400 - $50400,Yes
"=""8044476629082""",[S] Heritage Captain | Mustang,_thrscnd_mens-heritage-captain-lace-up-boot-mustang,Thursday Boots - Seconds - Men's Boots,boots,7/29/2026,7/28/2026,8/8/2026,4col:Heritage Captain; add-aftersell; all:All; anagram-enabled; bf21:Leather; bf21:M-Boot-Brown; bf21:MBeanie; bf21:Men-Belt-BlackCoffee; bfcm-eligible; bfcm:Other; built-to-last; color:Brown; detail-callouts; extended-sizes; FinalSale; fit:captain; fit_cat:half-down; fitfinder_inline; fqv2:half-down; free-gift; heritage:Heritage Captain; keyword:Captain (Men's); keyword:Natural; klaviyo:Men; loop:Men's Heritage Captain; m-all:D-Lace-Up-Boots; m-all:Lace-Up3; material:Leather; mb_handcrafted; mbg:Captain; mens-boots; mens-captain; mlp:mens-boots-rr; mobile-details; model:Heritage Captain; new-arrivals:Heritage Captain; no-cs-variants; NoRefund; pf-gender:Male; pf-status:active; pf-style:Lace-Up; pf-type:Boots; product-switcher; psil:Heritage Captain; recommend:-0.5; retail-sync; rugged:Heritage Captain; show-previews; sole:Rubber; style:Cap Toe; style:Lace-Up; subgroup:Rugged Collection; tbsec:Heritage Captain; thumbnails:seconds-mens-heritage-captain; thursday-seconds; width:Standard; YCRF_sizing,19,10,$50400 - $50400,Yes
"=""8042874503258""",[S] Heritage Captain | Vintage Tobacco,_thrscnd_mens-heritage-captain-lace-up-boot-vintage-tobacco,Thursday Boots - Seconds - Men's Boots,boots,7/29/2026,7/28/2026,8/8/2026,4col:Heritage Captain; add-aftersell; all:All; anagram-enabled; bf21:M-Boot-Brown; bf21:MBeanie; bf21:Men-Belt-Tobacco; bf21:OilTanned; bfcm-eligible; bfcm:Other; built-to-last; color:Brown; correct_details; detail-callouts; extended-sizes; FinalSale; fit:captain; fit_cat:half-down; fitfinder_inline; fqv2:half-down; free-gift; heritage:Heritage Captain; keyword:Captain (Men's); keyword:Natural; klaviyo:Men; loop:Men's Heritage Captain; m-all:D-Featured-Boots; m-all:D-Lace-Up-Boots; m-all:FeaturedBoots4; m-all:Lace-Up3; material:Rugged; mb_handcrafted; mbg:Captain; mens-boots; mens-captain; mlp:mens-boots-rr; mobile-details; model:Heritage Captain; new-arrivals:Heritage Captain; no-cs-variants; NoRefund; pf-gender:Male; pf-status:active; pf-style:Lace-Up; pf-type:Boots; product-switcher; psil:Heritage Captain; recommend:-0.5; retail-sync; rugged:Heritage Captain; show-previews; sole:Rubber; style:Cap Toe; style:Lace-Up; subgroup:Rugged Collection; tbsec:Heritage Captain; thumbnails:seconds-mens-heritage-captain; thursday-seconds; width:Standard; YCRF_sizing,19,10,$50400 - $50400,Yes
"=""8042887446618""",[S] Captain StormKing® | Black Matte,_thrscnd_mens-captain-lace-up-black-matte-stormking,Thursday Boots - Seconds - Men's Boots,boots,7/29/2026,7/28/2026,8/8/2026,4col:Featured Styles; 4col:LugCap; add-aftersell; all:All; anagram-enabled; bags:Boots; bags:More From Thursday; bf21:M-Boot-Black; bf21:MBeanie; bf21:Men-Belt-BlackMatte; bf21:OilTanned; bfcm-eligible; bfcm:Other; ca-transfer; category:Men's Boots; color:Black; condensed:Rugged Captain; cs-western:More Heritage Styles; extended-sizes; FinalSale; fit:captain; fit_cat:half-down; fitfinder_inline; fqv2:half-down; free-gift; group:Boots; heritage:Captain; keyword:Captain (Men's); keyword:kingmaker; keyword:Natural; klaviyo:Men; loop:Men's Captain; m-all:FeaturedBoots3; m_all:Boots; material:Rugged; mb_handcrafted; mbg:Captain; mcg:Rugged Captain HideLine; mens-boots; mens-captain; mlp:mens-boots-rr; mobile-details; model:Captain; new-arrivals:Captain; no-cs-variants; NoRefund; pf-gender:Male; pf-status:active; pf-style:Lace-Up; pf-type:Boots; product-switcher; psil:LugCap; recommend:-0.5; retail-sync; rugged:StormKing; search_term: storm king; shirts:More From Thursday; show-previews; sole:Rubber; style:Cap Toe; style:Lace-Up; subgroup:Rugged Collection; tbsec:Captain; thumb-groups:mens-captain-rugged-wh;mens-captain-stormking-wh;mens-captain-classic-wh; thumbnails:mens-captain-stormking-wh; thursday-seconds; video_carousel; wide:Captain; wide:StormKing; width:Standard; width:Wide; width:Wide (EE); width:Wide (EEE),57,7,$42700 - $42700,Yes
"=""8042882105434""",[S] President | Anejo,_thrscnd_mens-president-lace-up-boot-anejo,Thursday Boots - Seconds - Men's Boots,boots,7/29/2026,7/28/2026,8/8/2026,4col:President; add-aftersell; all:All; anagram-enabled; bf21:Leather; bf21:M-Boot-Brown; bf21:MBeanie; bf21:Men-Belt-Brandy; bfcm-eligible; bfcm:Leather; bold:Classic Lace-Ups; category:Men's Boots; color:Brown; extended-sizes; FinalSale; fit:president; fit_cat:half-down; fitfinder_inline; fqv2:half-down; free-gift; group:Boots; include-thumbnails; intl_chart_only; keyword:Brown; keyword:President (Men's); klaviyo:Men; loop:Men's President; material:Leather; mb_handcrafted; mbg:President; mens-boots; mens-president; mlp:mens-boots-lu; mobile-details; model:President; new-arrivals:President; no-cs-variants; no_quiz; NoRefund; pf-gender:Male; pf-status:active; pf-style:Lace-Up; pf-type:Boots; product-switcher; psil:President; psis:PRNStandard; recommend:-0.5; retail-sync; show-previews; sole:Rubber; style:Lace-Up; style:Plain Toe; tbsec:President; thumb-groups:seconds-mens-president-classic;seconds-mens-president; thumbnails:seconds-mens-president-classic; thursday-seconds; width:Standard; YCRF_sizing,19,7,$42700 - $42700,Yes
"=""8042884530266""",[S] Cavalier | Rich Mahogany,_thrscnd_mens-cavalier-chelsea-boot-rich-mahogany,Thursday Boots - Seconds - Men's Boots,boots,7/29/2026,7/28/2026,8/8/2026,4col:Cavalier; add-aftersell; all:All; anagram-enabled; bf21:Leather; bf21:M-Boot-Brown; bf21:MBeanie; bf21:Men-Belt-Brandy; bfcm-eligible; bold:Dress To Impress; category:Men's Boots; Chelsea search_term; chelsea:Cavalier; color:Brown; extended-sizes; FinalSale; fit-quiz:occasional-true; fit_cat:half-down; fitfinder_inline; fqv2:half-down; free-gift; group:Boots; keyword:Cavalier; klaviyo:Men; loop:Men's Cavalier; m-all:Chelsea Boots; m-all:D-Chelsea-Boots; material:Leather; mb_handcrafted; mbg:Cavalier; mens-boots; mlp:mens-boots-chelsea; mobile-details; model:Cavalier; ms-group:Cavalier; mss-group:Cavalier; new-arrivals:Cavalier; no-cs-variants; NoRefund; pf-gender:Male; pf-status:active; pf-style:Chelsea; pf-type:Boots; product-switcher; recommend:-0.5; retail-sync; shoe:Cavalier; show-previews; sole:Rubber; style:Chelsea; style:Plain Toe; tbsec:Cavalier; thumbnails:seconds-cavalier; thursday-seconds; width:Standard; YCRF_sizing,19,8,$42700 - $42700,Yes
